ba581249-d824-45cf-aace-2ca30b7b3b0e,d7ca5088-cec7-42a1-aa8e-a68c9961fa3e,18096720-5c5d-4d45-b5a2-d687c10b5656,9,51.57000000000001
ba581249-d824-45cf-aace-2ca30b7b3b0e,d7ca5088-cec7-42a1-aa8e-a68c9961fa3e,92eb0d99-8845-4178-a96f-af4713a1bba3,3,167.94
ba581249-d824-45cf-aace-2ca30b7b3b0e,babf134b-16ef-45c8-bbbe-adeb9378b48e,8290207f-54d8-4a4a-9ad3-24c59f66d145,11,898.81
ba581249-d824-45cf-aace-2ca30b7b3b0e,babf134b-16ef-45c8-bbbe-adeb9378b48e,9d0e2ae8-7854-471e-a1d8-e2b7e61545f8,9,221.85
ba581249-d824-45cf-aace-2ca30b7b3b0e,2b49e823-8df5-408e-8889-4a88b50a2f2f,8290207f-54d8-4a4a-9ad3-24c59f66d145,2,163.42
ba581249-d824-45cf-aace-2ca30b7b3b0e,2b49e823-8df5-408e-8889-4a88b50a2f2f,75a82540-7a95-4227-baf1-2d450c296521,6,243.84
ba581249-d824-45cf-aace-2ca30b7b3b0e,2b49e823-8df5-408e-8889-4a88b50a2f2f,7efc78a1-cd36-41ef-83ba-9dbc367e315e,7,647.5
ba581249-d824-45cf-aace-2ca30b7b3b0e,2b49e823-8df5-408e-8889-4a88b50a2f2f,dfdcc022-d949-44ff-9d6c-fe00f2618258,11,992.75
ba581249-d824-45cf-aace-2ca30b7b3b0e,2b49e823-8df5-408e-8889-4a88b50a2f2f,aef49245-f036-430f-a841-f50dfff1c785,10,289.8
ba581249-d824-45cf-aace-2ca30b7b3b0e,903a0dab-fb97-46a9-b1f4-abb83d310500,bb70170e-d0fd-485f-ad31-c63f1eecd3d7,8,249.04
ba581249-d824-45cf-aace-2ca30b7b3b0e,903a0dab-fb97-46a9-b1f4-abb83d310500,c8e9904a-0b0c-426a-9f0f-7b1c1c8bf66c,11,593.01
ba581249-d824-45cf-aace-2ca30b7b3b0e,903a0dab-fb97-46a9-b1f4-abb83d310500,0c8aadba-81ce-4009-85b9-4a427931f300,9,64.44
ba581249-d824-45cf-aace-2ca30b7b3b0e,b6392cea-6dc3-47a4-8682-06b57cfad36a,d5bcc7e3-6bbc-432f-a43d-f334a5053137,7,23.939999999999998
ba581249-d824-45cf-aace-2ca30b7b3b0e,b6392cea-6dc3-47a4-8682-06b57cfad36a,7efc78a1-cd36-41ef-83ba-9dbc367e315e,5,462.5
ba581249-d824-45cf-aace-2ca30b7b3b0e,b6392cea-6dc3-47a4-8682-06b57cfad36a,9d0e2ae8-7854-471e-a1d8-e2b7e61545f8,2,49.3
ba581249-d824-45cf-aace-2ca30b7b3b0e,b6392cea-6dc3-47a4-8682-06b57cfad36a,76b4ca6d-4aec-4d35-ad4a-7fe328a9c9b2,2,101.78
ba581249-d824-45cf-aace-2ca30b7b3b0e,0dde32df-4e65-4f04-99ca-175b037f89ac,bb70170e-d0fd-485f-ad31-c63f1eecd3d7,5,155.65
ba581249-d824-45cf-aace-2ca30b7b3b0e,0dde32df-4e65-4f04-99ca-175b037f89ac,868b5164-26db-4c39-b2bd-a25a77d98d83,9,868.0500000000001
ba581249-d824-45cf-aace-2ca30b7b3b0e,ea64a1df-3eb7-447c-bcc9-59001c571a83,f2421423-6512-4a03-9be7-360c6b5e25b6,11,499.51
ba581249-d824-45cf-aace-2ca30b7b3b0e,ea64a1df-3eb7-447c-bcc9-59001c571a83,d5bcc7e3-6bbc-432f-a43d-f334a5053137,5,17.1
ba581249-d824-45cf-aace-2ca30b7b3b0e,ea64a1df-3eb7-447c-bcc9-59001c571a83,eb2f6dfa-5d47-4e35-83dd-8b367d50b605,8,341.2
ba581249-d824-45cf-aace-2ca30b7b3b0e,ea64a1df-3eb7-447c-bcc9-59001c571a83,9d0e2ae8-7854-471e-a1d8-e2b7e61545f8,7,172.54999999999998
ba581249-d824-45cf-aace-2ca30b7b3b0e,2f7f3592-6837-4e8e-8496-2f7a08105426,76b4ca6d-4aec-4d35-ad4a-7fe328a9c9b2,8,407.12
ba581249-d824-45cf-aace-2ca30b7b3b0e,2f7f3592-6837-4e8e-8496-2f7a08105426,bb70170e-d0fd-485f-ad31-c63f1eecd3d7,3,93.39
ba581249-d824-45cf-aace-2ca30b7b3b0e,2f7f3592-6837-4e8e-8496-2f7a08105426,18096720-5c5d-4d45-b5a2-d687c10b5656,9,51.57000000000001
ba581249-d824-45cf-aace-2ca30b7b3b0e,b02a3107-ba7d-4f0e-848a-aef7c3eb0e84,18096720-5c5d-4d45-b5a2-d687c10b5656,11,63.03
ba581249-d824-45cf-aace-2ca30b7b3b0e,b02a3107-ba7d-4f0e-848a-aef7c3eb0e84,d5bcc7e3-6bbc-432f-a43d-f334a5053137,6,20.52
ba581249-d824-45cf-aace-2ca30b7b3b0e,b02a3107-ba7d-4f0e-848a-aef7c3eb0e84,e1164e9d-b543-417d-9ed9-d276b3af70d0,8,9.44
ba581249-d824-45cf-aace-2ca30b7b3b0e,b02a3107-ba7d-4f0e-848a-aef7c3eb0e84,41b7ea14-d52a-4523-9334-6f89867957ba,8,479.2
ba581249-d824-45cf-aace-2ca30b7b3b0e,b02a3107-ba7d-4f0e-848a-aef7c3eb0e84,e1164e9d-b543-417d-9ed9-d276b3af70d0,8,9.44
ba581249-d824-45cf-aace-2ca30b7b3b0e,86c26b45-618b-4443-a2a0-903622833839,4a1ab9c7-9d36-4e67-bc21-77dfe70b215a,8,46.08
ba581249-d824-45cf-aace-2ca30b7b3b0e,6f62e5da-e1d8-48de-b24b-5ace5401bc38,868b5164-26db-4c39-b2bd-a25a77d98d83,3,289.35
ba581249-d824-45cf-aace-2ca30b7b3b0e,6f62e5da-e1d8-48de-b24b-5ace5401bc38,dfdcc022-d949-44ff-9d6c-fe00f2618258,10,902.5
ba581249-d824-45cf-aace-2ca30b7b3b0e,6f62e5da-e1d8-48de-b24b-5ace5401bc38,8290207f-54d8-4a4a-9ad3-24c59f66d145,8,653.68
ba581249-d824-45cf-aace-2ca30b7b3b0e,6f62e5da-e1d8-48de-b24b-5ace5401bc38,67cc7af2-be36-4221-82e4-3ff3b18376e3,7,624.4
ba581249-d824-45cf-aace-2ca30b7b3b0e,6f62e5da-e1d8-48de-b24b-5ace5401bc38,aef49245-f036-430f-a841-f50dfff1c785,5,144.9
